geoid,households,rental_vacancy_rate,percent_recent_construction,percent_prewar_construction,avg_renter_household_size,percent_3_plus_vehicles,percent_solar_heat,percent_mortgage_free,percent_no_high_school,percent_veterans,percent_recent_move_from_other_state,percent_foreign_born_recent_arrival,percent_adults_with_disability
08071,5826,13.7,0,34.2,2.25,27.8,0.1,44.2,6.1,10.9,2.9,9.9,15.5
08073,1677,9.5,0,24.5,2.36,32.2,0,47.3,8.6,9.2,1.6,4.3,9.3
08075,7966,9.8,0,23.3,2.35,23.4,0,44.9,5.7,9.8,1.7,1.2,11.7
08077,59215,3,0,7.7,2.38,25.9,0.4,32.2,3.1,11.6,3.6,5.7,11.5
08079,368,18.9,0,14.2,2.58,20.4,1.4,53.5,0.5,14.2,1.4,0,12.8
08081,4986,17.2,0,8,2.66,31.7,0,36.2,3.2,10.6,2.3,8.2,9.4
08083,10417,5.7,0,11.3,2.82,27.4,0.5,51.4,3.3,10.3,6.2,2.8,12.7
08085,16768,5.4,0,9.2,2.31,26.1,0.1,40.8,5.9,11.1,4.3,5.4,12.6
08087,10421,4.3,0,18.9,2.55,29.1,0,44.4,10.8,7.4,2,10.6,9.9
08089,7454,12,0,30.8,2.37,25.4,0.1,46,7.1,10.6,2.2,4.6,19.1
08091,1980,18.9,0,12.4,2.44,24.6,1.6,41.9,0.5,12.3,6,5.7,7.8
08093,7319,4.7,0,5.6,2.01,32.1,1,28.7,1.7,14.1,3.6,10,9.9
08095,1711,4.5,0.1,32.9,2.31,33.7,0,47.6,5.2,11,1.1,26,9.7
08097,7570,22.4,0,4.3,2.21,17.9,0.6,35.5,1.8,5.4,3.5,19.1,4.7
08099,4856,9.6,0.1,25.6,2.33,26.7,0,46.4,9.4,10.9,2.5,9.1,15.3
08101,62888,6.4,0.1,16.3,2.52,22.8,0.1,34.8,4.3,12,2.3,5.9,17.2
08103,2482,17.1,1.2,12.8,2.56,34.5,0,47.1,3.4,10.6,6.7,2,8.9
08105,4617,6.4,0,18.8,2.29,29.6,0.5,42.5,8.6,10,5,4.1,11.4
08107,9431,22.7,0.1,7,2.64,22.7,0.5,32.5,1.1,7.2,3.9,28.5,6.1
08109,2598,4.4,0,18.6,2.63,29.4,2,55.9,11.1,10.8,1.4,5.4,16.8
08111,282,35.5,0,41,2.52,27.3,0.7,45.6,2.7,8.7,3.7,0,7.1
08113,3310,26.7,0,8.9,2.57,18.2,1,34.8,1,6.7,8.9,18.1,7.3
08115,951,11.5,0,41.6,2.67,31.5,0,56.6,3.5,12.8,6,7.9,10.8
08117,10143,25.7,0,1.4,3.26,19.2,0,23.2,3.6,5.6,4.9,5.5,4
08119,9581,4.8,0.1,7.4,2.35,33.2,0.6,27.7,0.7,17.4,4.2,0,12
08121,1963,8.8,0,33,2.41,39.4,0.2,55.7,3.2,10,4.2,3.2,6.7
08123,94294,4,0.2,9.6,2.82,29.9,0.1,24.4,5.6,8.4,3.2,6.3,8.6
08125,3865,5.9,0,30.5,2.47,20.4,0,51,7.5,8.8,2.7,34.4,6.5
09001,334320,6.1,0.1,21.3,2.57,21.5,0,28.4,5.1,5.3,2.7,10.7,6.4
09003,346362,7.2,0,19.1,2.29,17.4,0,30.1,4.7,6.9,1.9,10.8,9.2
09005,74518,4.2,0,25.3,2.13,24.8,0,30.4,3,8.7,1.2,7.4,7.7
09007,66117,6.9,0.1,20.2,2.06,24,0.1,30.6,2.2,8.9,1.7,9.5,6.9
09009,326028,7.6,0,26.3,2.3,18.2,0,30.6,4.5,6.7,1.8,12.9,8.7
09011,106495,6.3,0,24.1,2.18,21.3,0.1,31.8,2.9,11.6,3.8,8.4,10.5
09013,54467,6.2,0,13.9,2.06,26,0.1,30,2.1,7.6,2.7,18.5,7.3
09015,44276,6.9,0,26.9,2.37,23.9,0.2,28.3,4.1,9.3,2,10.2,11.6
10001,60571,6.7,0.3,7,2.63,22.6,0,32.9,4.1,15,3.9,11.4,12.2
10003,202268,8.2,0.1,11.9,2.46,19.1,0,27.1,3.4,7.6,4.1,14.2,8.9
10005,81183,7.7,0.2,5.1,2.8,20.5,0.1,40.7,5.1,11.8,3.7,6.1,11.1
11001,273390,5.5,0.1,36,2.13,3.8,0.1,22.8,4.3,5.4,8.2,17.3,9.1
12001,96703,10.3,0.1,2.9,2.37,14.5,0,40,2.6,7.8,2.8,20.1,7.7
12003,8205,8.8,0.1,1.3,2.98,25.2,0,38.2,5.5,9.9,1.2,11.3,15.4
12005,67922,27,0.1,2,2.57,16.2,0,40.6,3.6,16.8,4.5,10.6,14.9
12007,8770,5.2,0,4.9,2.68,20.6,0,51,6.8,11.2,1.1,2.3,16.4
12009,222791,11.4,0.1,0.8,2.49,13.9,0,40.1,2.8,14.9,3.5,9.5,11.5
12011,670284,7.9,0.1,0.8,2.71,13.6,0,34.1,5.2,6,2,9.2,8.2
12013,4784,11.6,0.6,2.9,2.95,18.8,0,59.5,9,12,0.9,2.9,19.9
12015,71856,14.4,0,0.5,2.51,10.5,0,51.8,3.1,16.1,4.4,9.3,16.2
12017,61012,7.9,0.2,0.6,2.45,12.4,0,52.2,3.4,16.9,2.5,6.7,16.9
12019,69053,5.6,0.2,1.3,2.82,21,0,29.5,3,17.2,3,9,11.3
12021,129888,10.9,0.2,0.3,3.09,11.7,0,49.5,7.6,10.5,3.8,10.7,7.5
12023,23708,8,0.1,3.2,2.84,17.2,0,47,4.1,15,2.4,2.1,14.8
12027,11238,11.6,0.2,2.7,3.25,12.8,0,56.5,16.3,8.3,1.8,14.7,11.6
12029,6051,7.4,0,2.5,2.64,16.5,0,58.8,6.5,13.7,3.2,0.2,22.4
12031,337900,8.3,0.2,5.1,2.48,13.8,0,30.5,3.2,12.3,3,11.7,11.6
12033,113660,14.5,0.1,3.3,2.42,14,0,40.5,3.1,14.8,6.1,12.7,12.1
12035,36950,3.6,0.2,0.4,3.06,12.3,0,44.5,2.8,13.4,3.5,6.3,13
12037,4338,12.8,0,6.2,2.29,17.1,0.1,53.4,6.3,11.3,2.8,3.1,19.9
12039,16964,5.7,0.2,5.7,2.68,17.7,0,49,7.7,9.7,0.8,5.2,15.9
12041,6187,2.8,0,2.8,2.88,20.7,0,51.2,5,12.9,1.8,3.1,19.3
12043,3920,12.3,0,1.3,3.38,11.8,0,67,8.7,9.8,2.1,6.2,15.9
12045,5349,16.4,1,3.2,2.3,18.6,0,52.5,6.2,10.4,2.6,8.3,16.9
12047,4688,7.6,0,7.3,2.43,20.2,0,59.8,6.7,10,0.7,1.2,20.9
12049,7618,13.4,0,6.8,3.6,16.7,0,60.8,20.5,7,1.7,5.2,7.7
12051,11345,10.1,0,1.3,3.07,18.5,0,53.3,22.6,5.8,2.3,13.8,13.1
12053,70452,7.4,0.2,0.7,2.76,13.3,0,46.1,3.5,14.3,3.2,6.9,15.5
12055,40397,14.8,0,2.1,2.58,10.2,0.1,60.1,6.6,15.2,3.3,10.3,14.2
12057,486078,7.7,0.2,3.1,2.53,13.8,0,32.5,4.9,9.3,2.8,12.5,9.8
12059,6828,7,0.1,4.9,2.71,17.9,0,54.7,7.2,11.1,2.5,0.4,18.2
12061,57825,16,0.1,1.5,2.5,10.5,0.1,50.3,4.1,13.1,3.2,10,11
12063,16309,9.5,0,5.6,2.56,19.8,0,52.4,6.2,12,1.5,12.4,18.3
12065,5411,6.6,0,8.8,1.91,25.2,0,46.6,5.4,12.6,2,2.7,14.8
12067,2493,16.6,0,5.4,2.65,19.9,0,56.4,7.7,7.5,0.6,4.4,14.6
12069,119251,13.3,0.2,2.5,2.71,14.4,0,46.7,4.1,13.3,3.1,8.2,11.5
12071,252287,10.7,0.1,0.8,2.93,11,0,46.9,5.4,11.5,4.1,10.6,10.4
12073,110834,6.5,0.1,1.5,2.38,16.3,0,31.3,2.2,7.3,2.9,15.2,8
12075,15516,7.2,0,2.2,2.76,15.4,0,54.9,4.8,14.3,2.4,2.1,17.9
12077,2433,5.2,0,6,3.07,25.6,0,54.9,7.6,10,1.2,0,19.6
12079,6614,17,0.2,7.1,2.65,24.1,0,59.2,5.3,9.5,1.4,8.6,23.2
12081,134725,11.4,0.3,2,2.82,12.1,0,47.9,5.1,12,4.1,11.8,9.7
12083,132287,9.3,0,1.6,2.66,12.3,0,48.3,4.2,13.7,3,6.4,14.7
12085,61952,8.5,0.1,0.9,2.61,12.4,0,48.7,4.5,12.6,3.6,5.7,10.1
12086,842153,7,0,3.9,2.88,14.1,0,35.1,10.6,2.7,1.1,10.5,7.1
12087,28910,19.5,0,6.9,2.71,12,0.1,49.1,4,11.8,5.2,11.5,10.1
12089,28306,8.8,0.4,3.1,2.64,21.8,0,40,3.3,14.5,3.3,4.1,13.4
12091,74884,10.1,0.2,0.9,2.47,18.7,0,36.2,2.9,22.3,5.5,8.7,11.5
12093,13046,8.4,0,1,3.06,14.4,0,54.6,15.3,8.7,2,7.1,13.2
12095,434319,8.6,0.2,1.4,2.66,14.2,0.1,28,4.9,6.7,2.9,12.1,8.2
12097,92338,6.1,0.2,1.2,3.39,15.6,0,30.4,6.2,7.2,2.4,11.8,12
12099,534605,7.7,0.1,1.7,2.69,12.2,0,43.4,5.9,8.3,2.5,10.8,7.4
12101,186318,9.2,0.1,0.9,2.67,13.1,0,45.1,3.6,12.6,2.6,7.4,13.2
12103,402653,8.2,0,3.5,2.24,9.8,0,44,3.1,11.8,3,10.7,11.1
12105,221381,8.6,0.2,3.4,3.03,13.7,0,45.7,6.4,10.4,2.5,9,12.5
12107,27683,6.1,0,4.1,2.83,16,0,53.8,7.6,12.6,2.3,2.9,15.6
12109,79242,7.1,0.3,2.9,2.59,15.9,0,31.4,1.8,12.1,3.9,9.7,8.3
12111,107898,10,0.1,1.1,2.91,12.7,0,43.1,5.7,10.9,3.1,7.7,13.3
12113,58654,12,0.3,0.9,2.77,22.8,0,31.9,2.4,18.3,5.7,6.2,12.6
12115,175185,8.3,0.1,1.3,2.27,10.8,0.1,50.3,2.3,13.6,3.8,9.4,10.2
12117,152260,11.7,0.2,1.2,2.73,17,0,24.6,2.4,8.8,2.2,10.2,7.8
12119,48039,18.1,0.9,1.1,2.43,5.8,0,58,3.1,19,5.7,6.3,13.6
12121,15649,4.8,0,3.6,2.91,19.3,0,54.1,5.4,12.5,1.7,4.7,15.6
12123,7605,16.8,0,6,2.43,16.7,0,56.4,5.6,11.1,1.1,4.2,19.7
12125,3883,5.4,0.4,6.2,2.59,19,0,45.2,6.3,14.7,0.7,5.4,13.7
12127,200180,8.4,0.1,2.2,2.54,13.2,0,44,3.3,12.8,3.5,10.7,12.8
12129,10691,7,0.4,2.7,2.79,24.1,0,38.3,3.1,12,1.9,7.1,15.9
12131,23490,7.7,0.2,1.8,2.63,15.5,0,45.8,3.9,13.5,3.7,7.4,15.7
12133,8246,5.8,0.2,4.2,2.84,21.8,0,55.1,6.1,11.3,0.8,2.7,17.6
13001,6812,6.2,0,6.6,2.85,24.8,0,57.6,9.2,7.7,1,8.6,15.8
13003,2772,10.5,0,11.5,2.68,24.1,0,60.9,17,6.5,1.6,4.1,13.7
13005,3951,4.1,0.1,8.6,2.7,21.9,0,63.1,7.5,6.6,1.2,0.7,15.6
13007,1291,7.3,0,6.2,2.8,27,0,53.5,5.1,6.8,0.4,0,18.6
13009,15978,8.2,0,4.1,2.61,17.1,0,52,4.8,7.9,1.3,9.3,10.3
13011,6553,5,0,4.8,3.08,29.6,0.1,42.3,7.4,9.5,0.4,3.4,13.4
13013,23560,8.8,0.3,2.6,3.52,28.3,0,24.3,6.7,9,0.8,2.2,12.2
13015,35732,7,0.1,3.5,2.87,25.2,0,31.3,6.2,9.2,1,3.3,12.8
13017,6413,4,0,5.7,2.62,15.4,0,47.4,5.3,7,1,0,19.7
13019,6958,2.6,0,5.8,2.79,18.8,0,50.2,5,9.6,1.7,16.7,18.4
13021,57111,11.9,0,9.3,2.52,15.6,0,35.4,4.7,9,1.5,21.1,13.2
13023,4113,14.7,0,7.6,2.78,23.7,0,50.4,4.6,8.2,0.8,19.6,16.9
13025,6581,8.3,0,3.4,2.54,25.8,0,57.3,4.6,9,6.9,2.5,21.1
13027,6577,5.3,0,10.6,2.38,22.5,0,43.2,5.7,13.2,1.9,0,19.3
13029,11441,4,0.1,2.5,2.99,28.4,0,28.3,3.3,15.6,4.1,8.2,9.7
13031,26128,11.2,0.1,3.6,2.44,24.2,0,39.3,4.4,7.1,1.5,10.3,9.7
13033,8102,5.9,0.1,8.6,2.81,25,0,50.3,7.3,8.9,0.5,15,15.7
13035,7774,8.1,0,7.3,2.66,27.8,0,36.4,7,8.2,1.1,3.2,12.8
13037,1836,11.1,0,12,2.14,21,0,55.9,9.5,6.1,3,5.7,13.8
13039,18638,8.8,0,2.7,2.79,25.3,0,32.1,2.5,21.2,6.8,3.8,11.3
13043,3909,9,0,7.8,2.87,15.9,0,45.6,8.7,10.7,1.3,7.2,16.5
13045,40074,5.6,0,7.1,2.67,25.5,0,33.4,7.5,8.2,1.7,11.1,15.2
13047,23943,6.4,0.1,3.2,2.53,23.2,0,35.4,3.8,9.1,3.7,15.3,13
13049,3524,16,0.2,6.2,3.24,25.1,0,53.5,10.5,9.3,4,11.6,12.3
13051,104912,8.4,0.1,10,2.46,15.4,0,33.8,3.4,11.5,5,14.6,10.1
13053,2599,11.5,0,15.3,3.44,14.4,0,59.2,2,17.6,35.9,35,18.2
13055,9364,10,0,9.3,2.5,28.1,0,59.8,11.7,7.6,1.3,0.6,14.5
13057,79133,7.2,0.3,1.6,2.87,24.3,0,21.8,4.2,8.8,2.7,4.8,8.2
13059,43356,11.6,0,4.7,2.56,14.6,0,34.8,5.4,5,3.5,18.2,8.4
13061,1183,1.6,0,11.5,2.46,17.6,0,70.4,7.1,9.1,6.9,0,21.5
13063,88793,16.2,0.1,1,2.96,17.3,0,25.2,7.1,8.7,3,7.9,10.9
13065,2581,2.1,0,4.8,2.68,19,0,61.2,9.1,9.4,1.8,0,20.4
13067,268616,7,0.1,1.3,2.55,19.6,0,22.4,4.2,8.1,3.4,10.8,6.9
13069,14321,3.7,0.1,4.5,2.73,18.8,0,50.5,6.1,6.6,1.2,9.9,15.9
13071,15737,7,0.5,4.9,2.82,19.1,0,51.1,12,6.8,2.1,8.3,12.9
13073,45488,8.3,0.2,0.6,3.03,26.9,0,24.9,2.6,14.3,4.2,5.6,8.7
13075,6157,3.8,0,7,2.95,20.2,0,45.8,7.4,8.3,1.8,3.6,14.8
13077,48777,4.4,0.2,4.1,2.72,26.8,0,24.9,3.7,10.1,2.5,11,8.7
13079,4538,7.4,0,2.5,2.63,28.1,0.1,45.9,7.6,9.8,0.7,45.7,13.4
13081,8659,6.5,0,5.3,2.88,17.7,0,51.3,8,9.5,0.6,20,16.3
13083,6150,5.4,0,4.9,2.3,29.8,0,50,6.7,10.1,4.5,4.1,14.3
13085,8213,3.1,0,1.1,3.18,28.7,0,36.3,4.4,8.6,0.7,8,9.7
13087,10614,6.8,0.2,11.5,2.47,16.7,0,45.8,7.9,6.7,2.2,3.5,15.1
13089,267396,9.4,0.1,3.7,2.61,13.2,0,23,5.3,7.3,3,16.5,8.9
13091,8064,5.7,0,5.7,2.31,23.2,0,52.1,4.8,7,1,4.7,17.4
13093,5004,8.3,0,10,2.51,16.6,0,59.8,9.2,9.1,0.3,1.8,15.6
13095,35455,11.1,0,3.3,2.52,13.6,0,40.6,5.7,9.6,1.7,17.4,15.1
13097,47079,6.5,0.1,1.6,2.65,24.5,0,27.8,4.3,10.3,2.5,6.4,11.3
13099,3981,5.9,0,6.4,2.66,21.5,0,53.6,9,8.4,0.8,3,11.5
13101,1416,6.9,0,4.8,2.92,22.4,0,63.1,15.3,7.2,0.4,3.8,10.6
13103,18432,5.9,0,3.3,2.82,31.9,0,27.4,3.1,12.1,3,9.8,11.6
13105,7744,7.3,0.6,6.7,2.35,23.6,0,54.2,7.6,10.1,1.6,3.9,15.2
13107,8156,8.2,0,8.1,2.78,22.4,0,54.6,7.2,8.3,1.7,5.2,15.7
13109,3982,7.6,0,9,2.71,20.9,0,39.3,10.7,9.9,1.9,1.1,14.9
13111,9510,18.9,0.1,3.3,2.55,27.9,0,50.8,7.5,11,3.7,0.8,19.9
13113,38535,6.6,0.1,1.3,2.69,32.2,0,27.9,2.4,13.1,2.4,8,6.9
13115,34874,11.3,0,8.3,2.56,22.6,0,41.1,8.5,9.9,1.7,8.5,13.6
13117,62295,7.3,0.5,0.9,3.18,25.1,0,19.8,3.4,7.5,2.7,7.1,6.1
13119,8433,5.1,0,6,2.57,27.2,0,51.8,9.5,7.2,1,18.7,19.3
13121,379957,9.1,0.1,6.7,2.35,12.4,0,24.2,3.2,6,3.3,15.2,8.2
13123,10985,21.3,0,3.1,2.77,27.5,0,43.5,9.4,10.4,2.7,19.3,17.1
13125,1121,11.4,0,15.7,2.48,34.6,0,60.1,10.1,5.3,0.1,25,10.9
13127,32311,10,0.2,4.3,2.49,17,0,39.9,3.5,11.2,2.4,11.6,13.6
13129,19539,10.8,0.1,3.4,3.01,23.7,0,41.9,10.4,8,1.9,8.5,16.7
13131,9270,2.6,0.5,7.1,2.99,25,0.1,52.2,8.6,9.1,3.6,11.3,16.2
13133,6707,9.4,0.1,7.6,2.6,21.3,0,48.7,5.6,10.7,1.2,16.4,9.7
13135,274017,7.5,0.1,0.6,3.09,22.4,0,20.6,6.2,6.1,2.6,6.6,6.2
13137,14864,10.4,0,4,2.84,26.7,0.1,44.2,9.7,9.2,1.2,7.8,12
13139,61992,7.9,0.1,2.8,3.08,26.1,0,33.9,11.6,7.9,1.9,5.2,8.6
13141,2815,21.2,0,8.7,2.94,21.3,0,63.4,7.4,6.4,0.8,11.7,9.5
13143,10733,7.4,0,5.6,2.53,29.7,0,43.1,8.2,8.3,1.8,3.3,19.6
13145,11570,3.8,0.2,5.9,2.87,34.4,0,32.5,3.1,13.8,1.2,4,15
13147,9955,1.7,0,6.8,2.68,27.8,0,53.6,5.4,9.6,1.6,8.7,16.2
13149,4336,4.3,0,6.7,2.57,28.1,0,41.8,6.9,9.9,1.9,0,20.6
13151,70281,8.5,0,1.6,3,27,0,20,3.2,11.7,2.5,6.5,8.9
13153,53771,8.7,0.1,1.1,2.78,22.4,0,30.5,3.3,16.9,2.7,7.5,10.7
13155,3262,2.5,0,7.1,2.87,17,0,58.4,3.5,10.3,1.8,0,20.4
13157,21048,9.1,0.1,4.3,2.84,30.7,0,31.6,6.8,9.9,1.1,2.6,11.5
13159,5162,2.7,0,5.3,2.66,24.2,0,40.1,6.9,8.2,1.8,2.7,12.9
13161,5404,12.6,0.2,3.8,2.98,22.9,0.7,51.5,7.7,7.1,0.1,8.1,15.4
13163,6057,8.4,0,10.1,2.7,17,0,61,9.2,8.6,2.2,34.9,13.4
13165,3495,6.9,0,12.4,2.5,13.3,0,67,12.3,8.6,0.9,0,12.4
13167,3299,5.6,0,17.1,2.59,24.7,0,60.2,6.6,6.7,1,0,15.1
13169,10326,6.3,0.3,3.2,2.73,29.1,0,38.6,3.2,9.3,0.3,0,13.8
13171,6431,13.5,0.6,12.9,2.7,26.2,0,42.4,4.4,11.1,0.9,37.3,11.7
13173,3712,7.5,0.4,2.2,2.74,15.6,0,38.4,9.4,12.5,1.7,5.4,17.8
13175,17640,7.4,0,5.9,2.71,17.6,0,62.6,6.6,9.4,1,7.1,10.8
13177,10015,5.7,0,2.7,2.88,27.9,0,27.4,3.9,10.8,2.9,13,9.2
13179,22943,12.5,0,1.9,2.82,19.6,0,31.7,3.3,24.8,10.1,4.1,12.7
13181,3425,4.2,0,7.1,2.11,23.9,0,55.8,6.6,11.4,1.5,3.4,15.5
13183,5017,19.8,1,0.8,3,27.7,0,34.5,4.3,15.5,5.3,15.2,14.9
13185,39328,6.8,0.2,3.2,2.7,19.6,0,35.4,4.9,11.7,4.3,17.5,11.4
13187,11086,4.2,0,1.5,2.59,23.5,0,36.6,4.7,9.6,1.8,6.3,12.2
13189,8131,7.4,0,3.9,2.62,24.4,0,42.5,6.9,8.8,2.3,0,14.2
13191,5296,5,0.9,4.7,2.95,18.5,0,45.8,7.4,14.5,1.6,0,29.8
13193,4684,6.9,0,10.1,2.43,22.1,0,55.9,8.5,7.7,0.5,9.7,21.6
13195,10195,6.8,0,7.2,2.94,32.3,0,47.7,6.1,8.3,1,6.8,15.7
13197,3055,10.7,0,9.3,2.73,23.3,0,50.1,5.5,13.5,1.2,32.4,16.1
13199,7943,3.9,0,13.4,2.54,25.2,0,47.5,8.5,7.1,0.6,1.6,19.5
13201,2376,5.4,0,8.6,2.69,20.9,0,57.3,6.1,6.5,0.4,0,13.2
13205,8140,2.8,0,7.1,2.55,17,0,52.1,7.6,8.8,1.4,7.9,16.4
13207,9581,6.4,0,4.3,2.43,28.4,0,40.2,4.4,10.1,2.8,2.3,13.2
13209,3140,8.7,0,9.3,2.58,23.9,0,56.6,7.7,5.3,1.2,13.4,17.6
13211,6418,4.6,0,7.6,2.98,31.6,0,36.6,5,8.9,1.5,2.4,13.2
13213,14236,6.5,0.1,3.6,2.85,23.9,0,48.8,11.6,6.3,0.6,4.7,13.7
13215,72760,6.7,0.2,5.8,2.55,14.6,0,31.2,4.5,15.3,7.5,15.6,18.1
13217,34641,4.4,0.1,3.5,3.07,26.8,0,23.9,4.5,10.5,2.7,6.5,14.7
13219,11880,7.4,0.2,3.6,2.75,33.3,0.1,27.7,1.8,8.5,1.2,2.1,7.5
13221,5542,8,0.1,7.5,2.52,34.4,0,44.3,7.3,9.1,1.6,10.7,14.6
13223,49110,5.1,0.2,1.4,2.98,26.9,0,19.6,3.3,9.6,1.8,7.3,8.9
13225,9941,9.9,0,4.9,2.42,24.1,0,37.8,5.9,10.7,1.3,19.6,10.7
13227,11286,7.3,0,3.2,2.79,28.3,0,35.9,6,12.2,1.9,0.8,12.5
13229,6890,0.5,0.2,6.8,2.76,20.2,0,42.4,6.2,9.1,1.4,1,18.8
13231,6017,8.1,0,9,2.9,39.8,0,35.7,3.4,10.1,0.6,9.4,10.3
13233,14694,10.8,0,10.7,2.84,25.5,0,44,9.9,9.2,0.7,4.1,16.8
13235,3947,7.1,0,7.5,2.63,19.6,0,51.9,7.4,10.1,1.5,0,18.6
13237,8462,17.1,0,4.4,2.34,28.9,0,36.5,6,10.1,1.3,12.1,13
13239,1015,10.4,0,2.4,2.47,20.4,0,57.1,8,11.8,7.7,0,22.6
13241,6789,14.4,0,5.7,2.33,22,0,52.7,4.8,9.9,1.7,3.3,12.9
13243,2794,2.3,0,20.1,2.63,18.4,0,56.4,9.4,6.6,0.9,4,15.5
13245,71724,10.1,0,7.2,2.71,16.5,0,35.9,5.4,13.9,4.9,11.9,16.8
13247,29623,14.2,0.1,1.1,3.07,20.4,0,27.2,4.8,9.8,3.3,5.5,8.9
13249,1879,5.9,0,8.4,2.75,26.5,0,50,6.1,8.9,1.1,1.2,17
13251,5290,9.1,0,10.5,2.39,26.2,0,52.6,6.8,9.3,0.5,21.5,14
13253,3301,10.2,0,3.6,3,21.4,0,57.3,5.5,9.7,1,0,15.1
13255,22717,11.2,0,5.5,2.93,20.8,0,35.4,6.8,10.1,1.7,6.9,15.9
13257,9198,14.4,0,4.7,2.62,28.5,0,51.2,5.6,8.4,1.3,1.5,19.1
13259,1731,3.4,0,12.9,2.49,14.6,0,72.7,18.9,6.6,8.8,25.5,24.1
13261,11403,9.3,0,9.7,2.55,19.5,0,46.5,8.6,8.4,1,7.5,14.3
13263,2665,5.3,0,11.6,2.36,28.4,0,57.5,7.9,10.3,0.2,0,16.6
13265,707,1,0,13.9,2.31,18.4,0,72,12.5,7.2,0.5,36,18.9
13267,7880,14,0,7.4,2.56,27.1,0,49.8,8.4,9.3,1.1,3.2,18.1
13269,3405,6.2,0,5.8,2.62,20.8,0,58.6,9.8,8.2,1.6,8.9,14.6
13271,5289,13.2,0,11.9,2.47,15.7,0,67.2,9.5,7.6,0,7.5,14.2
13273,3312,6.3,0.1,16.2,3.16,18.4,0,51.8,9.2,6.4,0.4,0,15
13275,17385,4.1,0.3,9.6,2.51,17.7,0,46.1,5.7,9.9,1.9,10.4,15.3
13277,14127,1.4,0.2,4.4,2.84,16.1,0,42.9,7.4,6.3,1.2,6.3,14
13279,10681,7.4,0.3,3.2,2.44,21.8,0,49.8,8.4,8.2,0.8,6.9,13.5
13281,4268,13.4,0,2,2.48,20.8,0,52.4,5.6,12.7,4,5.5,15.4
13283,2627,2.2,0,12.4,2.34,25.8,0,65.5,7.7,6.8,0.7,27.8,20.9
13285,24645,5.6,0.1,8.2,2.73,22.2,0,35.7,5.9,9.1,3.1,9.9,15.7
13287,3013,4.6,0.3,12.3,2.71,15.2,0,56.4,10,6.8,0.4,2,22.2
13289,3022,2,0,5.8,2.71,18.7,0,70.4,10.6,7.4,0,100,17.2
13291,8357,10.5,0,2.2,2.61,24.6,0,59.5,2.8,13.5,1.7,0,17
13293,10159,6.4,0,13.8,2.63,23.7,0,44.3,6.9,8.9,0.8,0,17.2
13295,25860,8.2,0,7.7,2.57,24.7,0,48.7,7.2,9.5,3.6,5.3,18
13297,29667,5.6,0,3,2.92,28,0,29.1,3.4,8.4,1.9,5.9,11.5
13299,13901,3.2,0,13.6,2.44,18.3,0,52.9,5.7,9,1.9,2.6,17.4
13301,2125,0.6,0,16.7,2.79,23.3,0,57.9,13.3,5.5,0.2,7.2,13
13303,7230,7.9,0,11.3,2.71,20.6,0,56.8,7.2,7.5,0.3,3,12.2
13305,10066,5.3,0.1,7.5,2.7,20.3,0,45.9,7.5,11.2,3.1,14.9,15.9
13307,1062,20.3,0,4.6,2.17,26.8,1.6,63.8,8.7,5.3,3.5,0,20.5
13309,2012,6.1,0,8.9,1.91,13.1,0,72.7,6.2,7.4,0.2,0.8,16
13311,11316,20.3,0,3.9,2.47,27.2,0,44.2,5.8,8.9,0.6,7.2,13.1
13313,34575,12.8,0,2.7,2.94,24.5,0,39,15.3,5.9,2,6.1,10.4
13315,2742,2.7,0,9.6,2.54,19.9,0,55.8,6.6,7.1,1,0,20.6
13317,4006,3.7,0,11.6,2.55,22.7,0,61.6,7.1,8.9,1.7,42.6,13.7
13319,3313,4.9,0,5.5,2.97,21.2,0,66.2,6.2,7.4,0.5,1.5,15.2
13321,7924,5.4,0.4,9.3,2.71,23.4,0,54.4,6.9,9.6,1.5,3.2,14.4
15001,65048,10.5,0.1,4,2.9,20.1,1.5,39.5,2.8,10.3,3.1,8.7,9.8
15003,309602,4.9,0.1,3.3,2.83,20.2,2.4,30.9,4.4,11.1,4.6,10.1,7.6
15005,54,11.7,0,28.6,1.38,5.6,0,100,2.6,8.9,2.4,7.1,3.4
15007,22405,18.9,0,3.1,2.96,26.6,2.6,37.9,4.7,8.5,2.3,13.3,6.5
15009,53463,24.1,0.1,3,2.71,24,2.9,31.7,3.8,7.6,2.9,8.5,7.7
16001,157286,3.3,0.3,4.5,2.52,22.3,0,25.3,1.8,9.6,4,15.9,8.3
16003,1592,11.8,0,7.6,2.68,30.7,0,52.1,2.7,17.5,3.7,0,18.3
16005,30394,6.1,0.1,12.1,2.47,29.2,0,33.9,2.1,8.4,3.3,32.2,13.1
16007,2346,3,0,25.6,2.57,46.6,0,46.5,1.6,8.9,3.7,12.2,10.5
16009,3668,9.6,0.1,14.4,2.55,27.7,0,52.8,4,14.7,2.4,9.5,16.7
16011,14698,6,0,11.5,3.11,38.2,0,42.3,6.7,8.2,2,2.6,11.8
16013,8924,3.1,0,4.9,2.34,25.3,0.1,35.2,6,8.4,3.9,7.7,4.9
16015,2970,3.4,0,5.3,2.35,26.9,0,39.6,1.3,15,3.1,10.4,14.2
16017,17193,4.8,0,7.3,2.35,29.3,0,39,2.2,14.5,3.9,3,13.8
16019,36686,8.3,0.1,8.3,2.63,29.2,0,32.5,3.3,8.7,3.1,8,12.7
